EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,MAGNITUDE_TYPE,SOURCE,TOR_LENGTH,TOR_WIDTH,BEGIN_DIRECTION,END_DIRECTION,END_LOCATION,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,Zip
1188901,JEFFERSON CO.,LYNDON,2024-05-26,1115,Thunderstorm Wind,65, ,EG,NWS Employee, , ,SSE,SSE,LYNDON,1115,38.2506,-85.5606,38.2506,-85.5606,Two trees were downed by strong winds across Dorsey Lane.,"A strong storm system moved across the Ohio and Tennessee valleys on May 26th and into the early morning hours of May 27th, 2024. Two waves of strong to severe thunderstorms moved across central Kentucky, producing numerous occurrences of straight-line wind damage and 8 tornadoes while crossing the region. The first wave of storms moved across central Kentucky as a large bowing quasi-linear convective system during the late morning and early afternoon hours. This line of storms produced widespread straight-line wind damage, with particularly heavy damage observed across the Louisville metro and northern Woodford County. Two quick spin up tornadoes in Clinton County were also associated with this line.||After a second sub-severe line of storms moved across the area during the early afternoon hours, conditions were relatively quiet until the mid-to-late afternoon, when strong and severe cells began to develop across western Kentucky and southern Illinois. The storms would initially be discrete before growing into another large line of storms which produced the heaviest damage south of Interstate 64. Six tornadoes would be associated with this second line, with a long track EF1 tornado extending for over 40 miles across Muhlenberg, Butler, and Warren County. Heavy straight-line wind damage was also observed with this second line of storms, especially in Barren, Mercer, and Garrard County. The line of storms finally pushed east of the area shortly after midnight on May 27th, bringing an end to an active 16 hours across central Kentucky.",40223
1188913,JEFFERSON CO.,LYNDON,2024-05-26,1116,Thunderstorm Wind,70, ,EG,NWS Storm Survey, , ,ESE,ESE,LYNDON,1116,38.262,-85.5546,38.262,-85.5546,"A large swath of straight line wind damage was observed across northeastern parts of Louisville, consistent with 75 to 80 mph winds. Numerous trees and power lines were downed by strong winds across the city. A 34 year old man was killed by debris on Hobbs Station Road in Anchorage.","A strong storm system moved across the Ohio and Tennessee valleys on May 26th and into the early morning hours of May 27th, 2024. Two waves of strong to severe thunderstorms moved across central Kentucky, producing numerous occurrences of straight-line wind damage and 8 tornadoes while crossing the region. The first wave of storms moved across central Kentucky as a large bowing quasi-linear convective system during the late morning and early afternoon hours. This line of storms produced widespread straight-line wind damage, with particularly heavy damage observed across the Louisville metro and northern Woodford County. Two quick spin up tornadoes in Clinton County were also associated with this line.||After a second sub-severe line of storms moved across the area during the early afternoon hours, conditions were relatively quiet until the mid-to-late afternoon, when strong and severe cells began to develop across western Kentucky and southern Illinois. The storms would initially be discrete before growing into another large line of storms which produced the heaviest damage south of Interstate 64. Six tornadoes would be associated with this second line, with a long track EF1 tornado extending for over 40 miles across Muhlenberg, Butler, and Warren County. Heavy straight-line wind damage was also observed with this second line of storms, especially in Barren, Mercer, and Garrard County. The line of storms finally pushed east of the area shortly after midnight on May 27th, bringing an end to an active 16 hours across central Kentucky.",40223
1188919,JEFFERSON CO.,EASTWOOD,2024-05-26,1118,Thunderstorm Wind,52, ,EG,NWS Employee, , ,NW,NW,EASTWOOD,1118,38.2345,-85.4586,38.2345,-85.4586,Trees and power lines were downed by strong winds in Eastwood.,"A strong storm system moved across the Ohio and Tennessee valleys on May 26th and into the early morning hours of May 27th, 2024. Two waves of strong to severe thunderstorms moved across central Kentucky, producing numerous occurrences of straight-line wind damage and 8 tornadoes while crossing the region. The first wave of storms moved across central Kentucky as a large bowing quasi-linear convective system during the late morning and early afternoon hours. This line of storms produced widespread straight-line wind damage, with particularly heavy damage observed across the Louisville metro and northern Woodford County. Two quick spin up tornadoes in Clinton County were also associated with this line.||After a second sub-severe line of storms moved across the area during the early afternoon hours, conditions were relatively quiet until the mid-to-late afternoon, when strong and severe cells began to develop across western Kentucky and southern Illinois. The storms would initially be discrete before growing into another large line of storms which produced the heaviest damage south of Interstate 64. Six tornadoes would be associated with this second line, with a long track EF1 tornado extending for over 40 miles across Muhlenberg, Butler, and Warren County. Heavy straight-line wind damage was also observed with this second line of storms, especially in Barren, Mercer, and Garrard County. The line of storms finally pushed east of the area shortly after midnight on May 27th, bringing an end to an active 16 hours across central Kentucky.",40245
1188921,OLDHAM CO.,FRAZERTOWN,2024-05-26,1119,Thunderstorm Wind,52, ,EG,Trained Spotter, , ,W,W,FRAZERTOWN,1119,38.3201,-85.521,38.3201,-85.521,A large tree was downed by strong winds on Orchard Grass Boulevard.,"A strong storm system moved across the Ohio and Tennessee valleys on May 26th and into the early morning hours of May 27th, 2024. Two waves of strong to severe thunderstorms moved across central Kentucky, producing numerous occurrences of straight-line wind damage and 8 tornadoes while crossing the region. The first wave of storms moved across central Kentucky as a large bowing quasi-linear convective system during the late morning and early afternoon hours. This line of storms produced widespread straight-line wind damage, with particularly heavy damage observed across the Louisville metro and northern Woodford County. Two quick spin up tornadoes in Clinton County were also associated with this line.||After a second sub-severe line of storms moved across the area during the early afternoon hours, conditions were relatively quiet until the mid-to-late afternoon, when strong and severe cells began to develop across western Kentucky and southern Illinois. The storms would initially be discrete before growing into another large line of storms which produced the heaviest damage south of Interstate 64. Six tornadoes would be associated with this second line, with a long track EF1 tornado extending for over 40 miles across Muhlenberg, Butler, and Warren County. Heavy straight-line wind damage was also observed with this second line of storms, especially in Barren, Mercer, and Garrard County. The line of storms finally pushed east of the area shortly after midnight on May 27th, bringing an end to an active 16 hours across central Kentucky.",40014
1189040,BULLITT CO.,BROOKS,2024-05-26,2233,Thunderstorm Wind,51, ,EG,Public, , ,E,E,BROOKS,2233,38.0701,-85.656,38.0701,-85.656,Trees were downed by strong winds in Hillview near Christman Lane.,"A strong storm system moved across the Ohio and Tennessee valleys on May 26th and into the early morning hours of May 27th, 2024. Two waves of strong to severe thunderstorms moved across central Kentucky, producing numerous occurrences of straight-line wind damage and 8 tornadoes while crossing the region. The first wave of storms moved across central Kentucky as a large bowing quasi-linear convective system during the late morning and early afternoon hours. This line of storms produced widespread straight-line wind damage, with particularly heavy damage observed across the Louisville metro and northern Woodford County. Two quick spin up tornadoes in Clinton County were also associated with this line.||After a second sub-severe line of storms moved across the area during the early afternoon hours, conditions were relatively quiet until the mid-to-late afternoon, when strong and severe cells began to develop across western Kentucky and southern Illinois. The storms would initially be discrete before growing into another large line of storms which produced the heaviest damage south of Interstate 64. Six tornadoes would be associated with this second line, with a long track EF1 tornado extending for over 40 miles across Muhlenberg, Butler, and Warren County. Heavy straight-line wind damage was also observed with this second line of storms, especially in Barren, Mercer, and Garrard County. The line of storms finally pushed east of the area shortly after midnight on May 27th, bringing an end to an active 16 hours across central Kentucky.",40165
1191085,OLDHAM CO.,WESTPORT,2024-06-04,1223,Thunderstorm Wind,50, ,EG,Emergency Manager, , ,SSE,SSE,WESTPORT,1223,38.4485,-85.4486,38.4485,-85.4486,Falling limbs snapped a power pole along Highway 42 near Greenhaven Lane.,As a warm front moved northeast through the region. Training heavy rain showers caused some isolated ponding and flooding issues as gusty winds knocked some limbs out of trees. One falling branch caused a power pole to snap in Oldham County.,40026
1191090,OLDHAM CO.,GOSHEN,2024-06-25,1630,Thunderstorm Wind,50, ,EG,Fire Department/Rescue, , ,NW,NW,GOSHEN,1630,38.41,-85.58,38.41,-85.58,Trees and power lines came down in the storm.,"On June 25 and 26, multiple lines of storms moved across Illinois and southern Indiana before entering central Kentucky as they followed a northwest to northeast frontal boundary to the southwest. Most of the winds with these lines were sub-severe, but a few trees and power lines were brought down. One gas station in Jefferson County had the canopy over its gas pumps blow down.",40026
1191091,JEFFERSON CO.,TUCKER STATION,2024-06-25,1658,Thunderstorm Wind,50, ,EG,Trained Spotter, , ,SE,SE,TUCKER STATION,1658,38.19,-85.52,38.19,-85.52,A gas station canopy blew over on Taylorsville Road.,"On June 25 and 26, multiple lines of storms moved across Illinois and southern Indiana before entering central Kentucky as they followed a northwest to northeast frontal boundary to the southwest. Most of the winds with these lines were sub-severe, but a few trees and power lines were brought down. One gas station in Jefferson County had the canopy over its gas pumps blow down.",40299
1206808,JEFFERSON CO.,ST DENNIS,2024-07-04,1225,Thunderstorm Wind,70, ,EG,NWS Storm Survey, , ,NNW,NNW,ST DENNIS,1225,38.24,-85.83,38.24,-85.83,A National Weather Service storm survey found several trees and limbs downed by strong winds in and around the Chickasaw Park area in Louisville. Peak winds were estimated between 70 and 80 mph.,"A slow-moving cold front lingered near the Ohio Valley from July 3rd through July 5th, with multiple rounds of showers and thunderstorms moving through the area during this time period. While most of the thunderstorms were not severe, a few instances of wind damage were observed in the Louisville metro. Additionally, a brief spin-up EF1 tornado occurred in west Louisville on July 4th. The cold front finally moved through the area during the evening on July 5th, bringing an end to this period of active weather.",40211
1206809,JEFFERSON CO.,ST DENNIS,2024-07-04,1226,Thunderstorm Wind,65, ,EG,NWS Storm Survey, , ,NNE,NNE,ST DENNIS,1226,38.2364,-85.8131,38.2364,-85.8131,A National Weather Service storm survey determined straight line winds between 70 and 80 mph brought down a few trees and power poles in the Regatta Circle neighborhood.,"A slow-moving cold front lingered near the Ohio Valley from July 3rd through July 5th, with multiple rounds of showers and thunderstorms moving through the area during this time period. While most of the thunderstorms were not severe, a few instances of wind damage were observed in the Louisville metro. Additionally, a brief spin-up EF1 tornado occurred in west Louisville on July 4th. The cold front finally moved through the area during the evening on July 5th, bringing an end to this period of active weather.",40211
1206818,JEFFERSON CO.,LOUISVILLE,2024-07-04,1227,Tornado, ,EF1, ,NWS Storm Survey,0.51,170,WNW,WNW,LOUISVILLE,1228,38.2345,-85.8019,38.2321,-85.7933,"A National Weather Service storm survey determined an EF1 tornado briefly touched down in West Louisville during the early afternoon hours on July 4th. The tornado initially caused a broad swath of damage, with the damage path becoming more narrow before lifting.  ||The damage began to a Baptist Fellowship Center just north of |Woodland Avenue along Catalpa Street. The nearby church sustained shingle |damage, but also had some window damage on the more protected |north facing side of the building. South of Woodland Avenue, a |witness saw twisting motion, and there a black walnut tree branch |fell to the west onto a neighbor's house and a tree from that home |fell onto his truck.  As the tornado tightened up, several tree|branches fell onto vehicles and structures.  A few bigger trees|were uprooted as well, including one that pulled down some power|poles as it fell.  In another place, the tornado pulled back part|of a roof on a two-story residence.  Farther east, the vinyl|siding was stripped off a north-facing wall of another two-story|residence.  ||As the tornado continued east and east southeast, crossing Wilson Avenue, it narrowed quite a bit, causing more isolated tree damage before it lifted just east of 23rd Street and north of Standard Avenue.","A slow-moving cold front lingered near the Ohio Valley from July 3rd through July 5th, with multiple rounds of showers and thunderstorms moving through the area during this time period. While most of the thunderstorms were not severe, a few instances of wind damage were observed in the Louisville metro. Additionally, a brief spin-up EF1 tornado occurred in west Louisville on July 4th. The cold front finally moved through the area during the evening on July 5th, bringing an end to this period of active weather.",40211
1206821,OLDHAM CO.,GOSHEN,2024-07-09,1009,Thunderstorm Wind,50, ,EG,Public, , ,W,W,GOSHEN,1009,38.4,-85.58,38.4,-85.58,A few trees were uprooted by strong winds and a street light was brought down along Club Drive.,"The remnants of Hurricane Beryl moved through the Ohio Valley on July 9th. While most of the showers and thunderstorms associated with the remnants of Beryl did not produce severe weather across central Kentucky, one cell in Cumberland and Metcalfe County produced a brief EF0 tornado, as well as some hail. Multiple reports of funnel clouds were also noted during the afternoon and evening hours on July 9th.",40026
1206847,OLDHAM CO.,GOSHEN,2024-07-13,1814,Thunderstorm Wind,51, ,EG,Emergency Manager, , ,W,W,GOSHEN,1814,38.4002,-85.5925,38.4002,-85.5925,Strong winds led to broken large tree branches and an uprooted tree in Goshen near Kentucky Route 1793.,"Scattered thunderstorms developed within a hot and humid air mass along the Ohio River during the afternoon hours on July 13th. While most of the thunderstorms did not produce severe weather, isolated wind damage was reported near Goshen in Oldham County.",40026
1206848,BULLITT CO.,LEBANON JCT,2024-07-16,2207,Thunderstorm Wind,51, ,EG,Law Enforcement, , ,NE,NE,LEBANON JCT,2207,37.8506,-85.705,37.8506,-85.705,A tree was blown down by strong winds along Pine Tavern Road. Power outages were also reported around Lebanon Junction.,"A cluster of showers and thunderstorms developed along the Ohio River just after sunset on July 16th. This cluster of storms grew upscale quickly, extending back into western Kentucky before gradually pushing off to the south and east through the nighttime hours. While most of the convection did not produce severe weather, a strong storm which developed over Bullitt County produced scattered wind damage across Bullitt and Nelson County.",40150
1206849,BULLITT CO.,LEBANON JCT,2024-07-16,2208,Thunderstorm Wind,51, ,EG,Law Enforcement, , ,ENE,ENE,LEBANON JCT,2208,37.8349,-85.7077,37.8349,-85.7077,A tree was blown down by strong winds on South Sanders Lane.,"A cluster of showers and thunderstorms developed along the Ohio River just after sunset on July 16th. This cluster of storms grew upscale quickly, extending back into western Kentucky before gradually pushing off to the south and east through the nighttime hours. While most of the convection did not produce severe weather, a strong storm which developed over Bullitt County produced scattered wind damage across Bullitt and Nelson County.",40150
1206887,BULLITT CO.,BROOKS,2024-07-30,121,Thunderstorm Wind,51, ,EG,911 Call Center, , ,E,E,BROOKS,121,38.069,-85.6919,38.069,-85.6919,"Power poles were downed along Lee Villa Circle, with scattered power outages being reported across northern Bullitt County.","A stationary front was located over the lower Ohio Valley from July 30th into July 31st, with upper level flow oriented from northwest to southeast across the region. This upper flow pattern brought multiple waves of showers and thunderstorms across southern Indiana and central Kentucky over this two day stretch. Scattered strong to severe storms mainly produced wind damage, with localized flash flooding also being reported where there was training of multiple rounds of showers and storms.",40165
1213051,JEFFERSON CO.,ST MATTHEWS,2024-08-01,1608,Thunderstorm Wind,55, ,EG,Broadcast Media, , ,W,W,ST MATTHEWS,1608,38.2487,-85.6519,38.2487,-85.6519,Trees were down near the intersection of Breckenridge Lane and Grandview Avenue in Saint Matthews.,"Ahead of a cold front, a small line of convection, just east of Saint Louis, began to grow into a large bowing segment in the warm unstable environment. As the system traveled through central Kentucky, it produced strong damaging winds, resulting in tree and power line damage. Some of these falling trees caused property damage in Jefferson County.",40207
1213053,JEFFERSON CO.,ST MATTHEWS,2024-08-01,1613,Thunderstorm Wind,55, ,EG,NWS Employee, , ,S,S,ST MATTHEWS,1613,38.238,-85.6296,38.238,-85.6296,Trees fell down on power lines near the intersection of Sherburn Lane and Mallard Creek Road.,"Ahead of a cold front, a small line of convection, just east of Saint Louis, began to grow into a large bowing segment in the warm unstable environment. As the system traveled through central Kentucky, it produced strong damaging winds, resulting in tree and power line damage. Some of these falling trees caused property damage in Jefferson County.",40207
1213052,JEFFERSON CO.,JEFFERSONTOWN,2024-08-01,1613,Thunderstorm Wind,55, ,EG,Trained Spotter, , ,W,W,JEFFERSONTOWN,1613,38.2001,-85.5752,38.2001,-85.5752,A tree fell through the roof of a house on Lynnwood Way in Jeffersontown.,"Ahead of a cold front, a small line of convection, just east of Saint Louis, began to grow into a large bowing segment in the warm unstable environment. As the system traveled through central Kentucky, it produced strong damaging winds, resulting in tree and power line damage. Some of these falling trees caused property damage in Jefferson County.",40299
1214262,JEFFERSON CO.,JEFFERSONTOWN,2024-08-01,1615,Thunderstorm Wind,52, ,EG,Trained Spotter, , ,S,S,JEFFERSONTOWN,1615,38.19,-85.57,38.19,-85.57,A large tree fell onto a garage in Jeffersontown and it was tangled in power lines.,"Ahead of a cold front, a small line of convection, just east of Saint Louis, began to grow into a large bowing segment in the warm unstable environment. As the system traveled through central Kentucky, it produced strong damaging winds, resulting in tree and power line damage. Some of these falling trees caused property damage in Jefferson County.",40299
1213078,JEFFERSON CO.,BECKLEY,2024-08-01,1620,Thunderstorm Wind,55, ,EG,NWS Employee, , ,S,S,BECKLEY,1620,38.2327,-85.4729,38.2327,-85.4729,A tree fell at a house on Bircham Road.,"Ahead of a cold front, a small line of convection, just east of Saint Louis, began to grow into a large bowing segment in the warm unstable environment. As the system traveled through central Kentucky, it produced strong damaging winds, resulting in tree and power line damage. Some of these falling trees caused property damage in Jefferson County.",40245
1215357,OLDHAM CO.,BELKNAP BEACH,2024-09-24,1253,Thunderstorm Wind,51, ,EG,Public, , ,SE,SE,BELKNAP BEACH,1253,38.36,-85.59,38.36,-85.59,A few trees were downed in the River Bluff community.,"During the day on September 23rd, a quasi-stationary front was draped across central Kentucky, with showers and thunderstorms moving along the boundary. South of the front across southern Kentucky, a humid, unstable air mass was present, as temperatures were able to rise into the low-to-mid 80s with dew point temperatures in the upper 60s and low 70s. While thunderstorms generally lacked organization as a result of modest wind shear, one or two stronger storms were able to develop in the afternoon, producing isolated wind damage in LaRue and Taylor County.||From the evening of September 23rd into the morning of September 24th, an approaching upper level disturbance caused the surface front to lift back to the north as a warm front, with surface low pressure developing and moving northeast across the mid-Mississippi Valley. By late morning on September 24th, the surface low was near the southern tip of Lake Michigan, with a stronger cold front extending southward into the Ohio Valley. Ahead of the cold front, temperatures were able to warm into the upper 70s and low 80s with dewpoints in the upper 60s and lower 70s, creating an unstable environment supportive of thunderstorm development. During the afternoon and early evening hours, waves of showers and strong-to-severe thunderstorms moved across central Kentucky. Storms were better organized than on the 23rd, as wind shear was stronger given the approaching upper level disturbance. Scattered wind damage and a couple reports of severe hail were received across central Kentucky, with one particularly explosive cell producing golf ball sized hail in Clinton County. The cold front pushed through the region during the early evening hours on the 24th, bringing an end to the severe threat from west to east across the area.",40059
1215358,OLDHAM CO.,BELKNAP BEACH,2024-09-24,1254,Thunderstorm Wind,51, ,EG,Public, , ,SE,SE,BELKNAP BEACH,1254,38.3607,-85.5959,38.3607,-85.5959,A tree was blown down onto a house along Covered Bridge Road.,"During the day on September 23rd, a quasi-stationary front was draped across central Kentucky, with showers and thunderstorms moving along the boundary. South of the front across southern Kentucky, a humid, unstable air mass was present, as temperatures were able to rise into the low-to-mid 80s with dew point temperatures in the upper 60s and low 70s. While thunderstorms generally lacked organization as a result of modest wind shear, one or two stronger storms were able to develop in the afternoon, producing isolated wind damage in LaRue and Taylor County.||From the evening of September 23rd into the morning of September 24th, an approaching upper level disturbance caused the surface front to lift back to the north as a warm front, with surface low pressure developing and moving northeast across the mid-Mississippi Valley. By late morning on September 24th, the surface low was near the southern tip of Lake Michigan, with a stronger cold front extending southward into the Ohio Valley. Ahead of the cold front, temperatures were able to warm into the upper 70s and low 80s with dewpoints in the upper 60s and lower 70s, creating an unstable environment supportive of thunderstorm development. During the afternoon and early evening hours, waves of showers and strong-to-severe thunderstorms moved across central Kentucky. Storms were better organized than on the 23rd, as wind shear was stronger given the approaching upper level disturbance. Scattered wind damage and a couple reports of severe hail were received across central Kentucky, with one particularly explosive cell producing golf ball sized hail in Clinton County. The cold front pushed through the region during the early evening hours on the 24th, bringing an end to the severe threat from west to east across the area.",40059
1215363,OLDHAM CO.,LA GRANGE,2024-09-24,1322,Thunderstorm Wind,51, ,EG,Public, , ,NNE,NNE,LA GRANGE,1322,38.4107,-85.373,38.4107,-85.373,A tree and several large tree limbs were blown down near Maple Court in La Grange.,"During the day on September 23rd, a quasi-stationary front was draped across central Kentucky, with showers and thunderstorms moving along the boundary. South of the front across southern Kentucky, a humid, unstable air mass was present, as temperatures were able to rise into the low-to-mid 80s with dew point temperatures in the upper 60s and low 70s. While thunderstorms generally lacked organization as a result of modest wind shear, one or two stronger storms were able to develop in the afternoon, producing isolated wind damage in LaRue and Taylor County.||From the evening of September 23rd into the morning of September 24th, an approaching upper level disturbance caused the surface front to lift back to the north as a warm front, with surface low pressure developing and moving northeast across the mid-Mississippi Valley. By late morning on September 24th, the surface low was near the southern tip of Lake Michigan, with a stronger cold front extending southward into the Ohio Valley. Ahead of the cold front, temperatures were able to warm into the upper 70s and low 80s with dewpoints in the upper 60s and lower 70s, creating an unstable environment supportive of thunderstorm development. During the afternoon and early evening hours, waves of showers and strong-to-severe thunderstorms moved across central Kentucky. Storms were better organized than on the 23rd, as wind shear was stronger given the approaching upper level disturbance. Scattered wind damage and a couple reports of severe hail were received across central Kentucky, with one particularly explosive cell producing golf ball sized hail in Clinton County. The cold front pushed through the region during the early evening hours on the 24th, bringing an end to the severe threat from west to east across the area.",40031
1248467,JEFFERSON CO.,SMYRNA,2025-03-13,1622,Hail,1, , ,Public, , ,SE,SE,SMYRNA,1622,38.1212,-85.6353,38.1212,-85.6353,"One inch hail was reported in the area of Astrid Avenue, north of Interstate 265. One house in the area reported roof damage. Radar showed the hail core of an isolated storm passed directly over this area.","On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40228
1241781,JEFFERSON CO.,GREENWOOD,2025-03-15,624,Hail,1, , ,Public, , ,SE,SE,GREENWOOD,624,38.14,-85.89,38.14,-85.89,Up to quarter sized hail covered the ground.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40258
1241782,JEFFERSON CO.,SYLVANIA,2025-03-15,625,Hail,1, , ,Public, , ,SW,SW,SYLVANIA,625,38.14,-85.88,38.14,-85.88,Quarter sized hail was observed near Pleasure Ridge Park.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40258
1241785,JEFFERSON CO.,PLEASURE RIDGE PARK,2025-03-15,628,Thunderstorm Wind,55, ,EG,911 Call Center, , ,NW,NW,PLEASURE RIDGE PARK,628,38.1532,-85.7829,38.1532,-85.7829,Trees were blown down on Park Road.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40214
1241787,JEFFERSON CO.,PARKWOOD,2025-03-15,630,Hail,1.5, , ,Public, , ,NE,NE,PARKWOOD,630,38.16,-85.79,38.16,-85.79,Ping pong ball sized hail was reported near Iroquois Park.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40214
1241790,JEFFERSON CO.,INDIAN HILLS,2025-03-15,632,Thunderstorm Wind,50, ,EG,Law Enforcement, , ,WNW,WNW,INDIAN HILLS,632,38.29,-85.67,38.29,-85.67,Trees were downed on Blankenbaker Avenue by thunderstorm winds.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40207
1241791,JEFFERSON CO.,(SDF)STANIFORD FLD L,2025-03-15,634,Thunderstorm Wind,60, ,MG,ASOS, , ,S,S,(SDF)STANIFORD FLD L,634,38.17,-85.73,38.17,-85.73,A 60 knot wind gust was measured by the KSDF ASOS.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40213
1241794,JEFFERSON CO.,(SDF)STANIFORD FLD L,2025-03-15,635,Thunderstorm Wind,55, ,EG,911 Call Center, , ,SE,SE,(SDF)STANIFORD FLD L,635,38.17,-85.7111,38.17,-85.7111,A tree was blown onto a house on Halstead Avenue.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40213
1241792,OLDHAM CO.,GOSHEN,2025-03-15,635,Hail,2, , ,Public, , ,WNW,WNW,GOSHEN,635,38.41,-85.59,38.41,-85.59,Up to two inch diameter hail was observed in Goshen.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40026
1241798,JEFFERSON CO.,ST MATTHEWS,2025-03-15,638,Hail,1.5, , ,Public, , ,S,S,ST MATTHEWS,638,38.23,-85.63,38.23,-85.63,Ping pong ball sized hail was observed in Hikes Point.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40220
1241800,JEFFERSON CO.,HIGHVIEW,2025-03-15,641,Hail,1, , ,Public, , ,W,W,HIGHVIEW,641,38.15,-85.63,38.15,-85.63,Quarter sized hail was observed near Fern Creek.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40228
1241803,JEFFERSON CO.,ST REGIS PARK,2025-03-15,645,Hail,1, , ,NWS Employee, , ,NW,NW,ST REGIS PARK,645,38.24,-85.56,38.24,-85.56,Quarter sized hail was observed in the Douglass Hills area.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40243
1241807,JEFFERSON CO.,BECKLEY,2025-03-15,650,Thunderstorm Wind,52, ,EG,NWS Employee, , ,ENE,ENE,BECKLEY,650,38.2549,-85.4483,38.2549,-85.4483,An estimated 60 mph wind gust was observed off of Johnson Road.,"On the morning of March 13th, a west to east oriented cold front was pushing south near the Ohio River, but it stalled before pushing back north. This left central Kentucky in the warm sector with warm moist air moving in from the south. As the system's north to south oriented cold front moved east through the Lower Ohio Valley on the 15th, several storms produced widespread hail across north central Kentucky. Some of these storms also produced localized damaging winds and flooding by the 16th as the system's second reinforcing cold front pushed east through the area.",40245
